list_tested_classes,count_tested_classes,isolate_count
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides",6,134
"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol",6,132
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",6,121
"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",6,119
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins",6,117
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,116
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, β-lactam combination agents",6,113
"Aminoglycosides, Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol",6,113
"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol",6,109
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins",6,107
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",6,106
"Aminoglycosides, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,105
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,101
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol",6,101
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",6,100
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins",6,99
"Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,96
"Carbapenems, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",6,95
"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",6,90
"Fluoroquinolones, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,90
"Aminoglycosides, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol",6,89
"Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,88
"Fluoroquinolones, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,85
"Aminoglycosides, Cephalosporins, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",6,84
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides",6,83
"Aminoglycosides, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",6,81
"Aminoglycosides, Fluoroquinolones, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,81
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Tetracycline, Tetracyclines",6,79
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins",6,75
"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins",6,72
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",6,71
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol",6,70
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Penicillins",6,69
"Cephalosporins, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,69
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, β-lactam combination agents",6,68
"Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",6,68
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",6,67
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",6,62
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides",6,59
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins",6,57
"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,57
"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, Tetracycline, Tetracyclines",6,55
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,55
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",6,53
"Carbapenems, Cephalosporins, Fluoroquinolones, Tetracycline, Tetracyclines, β-lactam combination agents",6,53
"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,53
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins",6,52
"Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,50
"Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,49
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins",6,48
"Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,48
"Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,46
"Cephalosporins, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,45
"Aminoglycosides, Cephalosporins, Glycopeptides, Macrolides, Penicillins, Phenicol",6,44
"Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",6,41
"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",6,41
"Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",6,40
"Carbapenems, Cephalosporins, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",6,39
"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",6,39
"Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",6,39
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",6,38
"Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,37
"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,37
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol",6,36
"Aminoglycosides, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,36
"Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,36
"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,36
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, β-lactam combination agents",6,35
"Carbapenems, Cephalosporins, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",6,34
"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",6,33
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol",6,33
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol",6,32
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",6,32
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Phenicol, β-lactam combination agents",6,30
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins",6,29
"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, β-lactam combination agents",6,29
"Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,29
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Penicillins, Phenicol",6,28
"Fluoroquinolones, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,28
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",6,27
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Phenicol",6,27
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",6,27
"Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",6,27
"Aminoglycosides, Cephalosporins, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",6,26
"Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,26
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol",6,25
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Phenicol",6,25
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",6,25
"Aminoglycosides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,25
"Carbapenems, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",6,25
"Cephalosporins, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,24
"Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,24
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",6,23
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",6,23
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides",6,22
"Aminoglycosides, Cephalosporins, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",6,22
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins",6,21
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol",6,21
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Macrolides, Tetracycline, Tetracyclines",6,21
"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,21
"Carbapenems, Cephalosporins, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,21
"Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,21
"Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,21
"Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,21
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Phenicol",6,20
"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",6,20
"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",6,20
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",6,20
"Cephalosporins, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,20
"Cephalosporins, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,20
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides",6,19
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Phenicol, β-lactam combination agents",6,19
"Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,19
"Aminoglycosides, Cephalosporins, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,18
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Phenicol",6,18
"Cephalosporins, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",6,18
"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, Phenicol, β-lactam combination agents",6,17
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol",6,17
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",6,17
"Cephalosporins, Glycopeptides, Lincosamides, Phenicol, Tetracycline, Tetracyclines",6,17
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, β-lactam combination agents",6,16
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",6,16
"Aminoglycosides, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,16
"Aminoglycosides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,16
"Carbapenems, Cephalosporins, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",6,16
"Carbapenems, Cephalosporins, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,16
"Carbapenems, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,16
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",6,16
"Cephalosporins, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,16
"Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,16
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Penicillins, Phenicol",6,15
"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",6,15
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol",6,14
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",6,14
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",6,14
"Aminoglycosides, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",6,14
"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",6,14
"Aminoglycosides, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,14
"Aminoglycosides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,14
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol, β-lactam combination agents",6,14
"Cephalosporins, Folate pathway antagonists, Lincosamides, Phenicol, Tetracycline, Tetracyclines",6,14
"Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,14
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol",6,13
"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides, Penicillins, β-lactam combination agents",6,13
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Tetracycline, Tetracyclines, β-lactam combination agents",6,13
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol",6,13
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides",6,13
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",6,13
"Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,13
"Cephalosporins, Fluoroquinolones, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,13
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Phenicol",6,12
"Aminoglycosides, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",6,12
"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",6,12
"Aminoglycosides, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,12
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol",6,12
"Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Phenicol, β-lactam combination agents",6,12
"Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,12
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, β-lactam combination agents",6,11
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",6,11
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Tetracycline, Tetracyclines",6,11
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Tetracycline, Tetracyclines",6,11
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Tetracycline, Tetracyclines",6,11
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol",6,11
"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,11
"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides, Tetracycline, Tetracyclines",6,10
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides",6,10
"Aminoglycosides, Folate pathway antagonists, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",6,10
"Aminoglycosides, Folate pathway antagonists, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,10
"Aminoglycosides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,10
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins",6,10
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides",6,10
"Carbapenems, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,10
"Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol, Tetracycline, Tetracyclines",6,10
"Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,10
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, β-lactam combination agents",6,9
